cpi_ID,author,google_scholar_ID,affiliation,emails,title,pubyear,citation,link
SQH6,Shu-Ling Tsai,Missing,Missing,Missing,Patient participation in healthcare activities: Nurses' and patients' perspectives in Taiwan,2021,Missing,https://onlinelibrary.wiley.com/doi/abs/10.1111/nhs.12911
HOX7,Nancy Tuma,Missing,Missing,Missing,Event History Analysis: An Introduction zyxwvutsrqpo,2022,Missing,https://www.torrossa.com/gs/resourceProxy?an=5017407&publisher=FZ7200#page=148
NUZ3,Charles Varner,Missing,Missing,Missing,CALL FOR ARTICLES,2021,Missing,https://www.rsfjournal.org/sites/default/files/closed%20calls%20for%20articles/RFP%20journal%20proposal%20on%20open%20qualitative%20science%20FINAL.pdf
WZB4,Cornel West,Missing,Missing,Missing,"Urban Voices, Racial Justice, and Community Leadership: African American CEOs of Urban Community Colleges Speak Out",2022,Missing,https://books.google.com/books?hl=en&lr=&id=ed91EAAAQBAJ&oi=fnd&pg=PP1&dq=%22Cornel+West%22&ots=gA0nnBfYZv&sig=TH86f7uwD0_tB5vYiG88IGe0pUU
FWD8,Laura Wheaton,Missing,Missing,Missing,Healthcare utilization and costs associated with acute lymphoblastic leukemia in children with and without Down syndrome,2022,Missing,https://onlinelibrary.wiley.com/doi/abs/10.1002/pbc.29829
YNG9,Caroline Whistler,Missing,Missing,Missing,Missing,Missing,Missing,Missing
FOS8,Joy Williamson,Missing,Missing,Missing,Remembering Brown at Fifty: The University of Illinois Commemorates Brown v. Board of Education,2022,Missing,https://books.google.com/books?hl=en&lr=&id=ISZ6EAAAQBAJ&oi=fnd&pg=PP1&dq=%22Joy+Williamson%22&ots=HprFmEpVgr&sig=gCiZwkP3nR1z28ga4uMhtAaVY1E
WUX8,Terry Winograd,Missing,Missing,Missing,p2k. utn. ac. id 17 Hours Information Services,2021,Missing,https://p2k.utn.ac.id/IT/en/3069-2966/Neats-vs.-scruffies_20408_p2k-utnngetesumum.html
NAP7,Ann Witte,Missing,Missing,Missing,Missing,Missing,Missing,Missing
YJP6,Allen Wood,Missing,Missing,Missing,"Comments on Katharina T. Kraus, Kant on Self-Knowledge and Self-Formation: The Nature of Inner Experience",2022,Missing,https://www.cambridge.org/core/journals/kantian-review/article/comments-on-katharina-t-kraus-kant-on-selfknowledge-and-selfformation-the-nature-of-inner-experience/9B9F4BB4ECE5F6A7792F59A96C287FFE
JGH8,Kazuo Yamaguchi,Missing,Missing,Missing,"The Effects of Emulation in the Reward System on Relative Deprivation, Selective Incentive, and Gender Inequality",2021,Missing,https://ideas.repec.org/p/eti/dpaper/21101.html
TFR1,Sylvia Yanagisako,Missing,Missing,Missing,Analysis of Changing Households among Japanese-Americans,2022,Missing,https://books.google.com/books?hl=en&lr=&id=xXd2EAAAQBAJ&oi=fnd&pg=PA330&dq=%22Sylvia+Yanagisako%22&ots=YJKEOk7VDO&sig=-SoLoL7UcJ8wVv0ApE4LIjf1DHw
ENJ3,Andrew Penner,"""g_fOq6oAAAAJ""","Professor of Sociology, UC Irvine",Verified email at uci.edu,restorative for all racial disproportionality and school discipline under restorative justice,2022,"American Educational Research Journal 59 (4), 687-718, 2022",https://journals.sagepub.com/doi/abs/10.1177/23780231221103044
ALH5,Arthur Sakamoto,"""6BMbxrcAAAAJ""","Professor of Sociology, Texas A&M University",Verified email at tamu.edu,the prevalence of hardship by race and ethnicity in the usa 19922019,2022,"Population Research and Policy Review, 1-36, 2022",https://link.springer.com/article/10.1007/s11113-022-09733-3
QHI0,Cecilia Ridgeway,"""3dgdhF4AAAAJ""","Professor of Sociology, Stanford University",Verified email at stanford.edu,documenting the routine burden of devalued difference in the professional workplace,2022,"Gender & Society, 08912432221111168, 2022",https://journals.sagepub.com/doi/abs/10.1177/08912432221111168
